"","Incident.Number","CalendarYear","Month","IncDate","Call_Type","Problem","ResponseArea","Jurisdiction","PriorityDescription","Council_District","Location","Date","dateDay","month","day","season","Fire_Type"
"20730",24178357,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","(-97.708055,30.229053)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20731",24178376,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-3611","AFD","1F","2","(-97.769899,30.179086)",2024-12-22,"12-22",12,22,"Winter","BOXS"
"20732",24178377,2024,"Dec","12/22/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-3701","AFD","2F","8","(-97.884432,30.260472)",2024-12-22,"12-22",12,22,"Winter","AUTO"
"20733",24178384,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.697158,30.368544)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20734",24178407,2024,"Dec","12/22/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1802","AFD","3F","1","(-97.687854,30.310173)",2024-12-22,"12-22",12,22,"Winter","ELEC"
"20735",24178429,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-4501","AFD","1F","6","(-97.773554,30.495953)",2024-12-22,"12-22",12,22,"Winter","BOX"
"20736",24178432,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2004","AFD","3F","5","(-97.793766,30.213471)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20737",24178435,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-4005","AFD","1F","7","(-97.653011,30.432566)",2024-12-22,"12-22",12,22,"Winter","BOX"
"20738",24178437,2024,"Dec","12/22/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","04-2608","AFD","3F","-","(-97.647997,30.328685)",2024-12-22,"12-22",12,22,"Winter","GRASS"
"20739",24178440,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-4002","AFD","1F","1","(-97.647773,30.385918)",2024-12-22,"12-22",12,22,"Winter","BOXS"
"20740",24178454,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-2305","AFD","4F","4","(-97.701595,30.344915)",2024-12-22,"12-22",12,22,"Winter","BBQ"
"20741",24178462,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","(-97.764486,30.184970)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20742",24178496,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2806","AFD","3F","7","(-97.720991,30.413217)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20743",24178507,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","1","(-97.678917,30.328676)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20744",24178508,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2002","AFD","1F","5","(-97.812009,30.193854)",2024-12-22,"12-22",12,22,"Winter","BOXS"
"20745",24178512,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-2204","AFD","4F","3","(-97.712598,30.230497)",2024-12-22,"12-22",12,22,"Winter","BBQ"
"20746",24178516,2024,"Dec","12/22/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0805","AFD","1F","7","(-97.737967,30.360219)",2024-12-22,"12-22",12,22,"Winter","BOXS"
"20747",24178538,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","(-97.762944,30.197687)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20748",24178539,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1702","AFD","3F","5","(-97.793739,30.213580)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20749",24178609,2024,"Dec","12/22/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0801","AFD","3F","4","(-97.712629,30.363425)",2024-12-22,"12-22",12,22,"Winter","ELEC"
"20750",24178629,2024,"Dec","12/22/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-5002","AFD","3F","2","(-97.611727,30.170442)",2024-12-22,"12-22",12,22,"Winter","GRASS"
"20751",24178689,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.799618,30.172294)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20752",24178695,2024,"Dec","12/23/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-4001","AFD","3F","7","(-97.672035,30.417821)",2024-12-23,"12-23",12,23,"Winter","DUMP"
"20753",24178703,2024,"Dec","12/23/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-1206","AFD","3F","-","(-97.740039,30.309950)",2024-12-23,"12-23",12,23,"Winter","DUMP"
"20754",24178745,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2303","AFD","3F","1","(-97.679992,30.331779)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20755",24178756,2024,"Dec","12/23/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-1804","AFD","1F","4","(-97.698615,30.331823)",2024-12-23,"12-23",12,23,"Winter","BOX"
"20756",24178790,2024,"Dec","12/23/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-1403","AFD","2F","9","(-97.724844,30.286181)",2024-12-23,"12-23",12,23,"Winter","AUTO"
"20757",24178803,2024,"Dec","12/23/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2503","AFD","1F","10","(-97.749946,30.397834)",2024-12-23,"12-23",12,23,"Winter","BOXS"
"20758",24178818,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3005","AFD","3F","4","(-97.685544,30.376165)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20759",24178881,2024,"Dec","12/23/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0504","AFD","1F","1","(-97.674056,30.299425)",2024-12-23,"12-23",12,23,"Winter","BOXS"
"20760",24178882,2024,"Dec","12/23/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2204","AFD","3F","3","(-97.697315,30.234587)",2024-12-23,"12-23",12,23,"Winter","DUMP"
"20761",24178906,2024,"Dec","12/23/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3502","AFD","3F","3","(-97.745624,30.226023)",2024-12-23,"12-23",12,23,"Winter","GRASS"
"20762",24178975,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0501","AFD","3F","3","(-97.680884,30.267846)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20763",24179034,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3605","AFD","3F","2","(-97.801486,30.185678)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20764",24179056,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-5106","AFD","3F","5","(-97.797696,30.232784)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20765",24179072,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0603","AFD","3F","-","(-97.759622,30.242111)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20766",24179073,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2301","AFD","3F","4","(-97.671671,30.360481)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20767",24179086,2024,"Dec","12/23/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-1504","AFD","1F","3","(-97.697532,30.272306)",2024-12-23,"12-23",12,23,"Winter","BOX"
"20768",24179091,2024,"Dec","12/23/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4302","AFD","3F","8","(-97.916004,30.197765)",2024-12-23,"12-23",12,23,"Winter","TRASH"
"20769",24179107,2024,"Dec","12/24/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2104","AFD","1F","10","(-97.743287,30.372294)",2024-12-24,"12-24",12,24,"Winter","BOXS"
"20770",24179150,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1401","AFD","3F","9","(-97.709177,30.306746)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20771",24179152,2024,"Dec","12/24/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-1603","AFD","2F","4","(-97.706301,30.326437)",2024-12-24,"12-24",12,24,"Winter","AUTO"
"20772",24179156,2024,"Dec","12/24/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-1603","AFD","2F","4","(-97.706346,30.326157)",2024-12-24,"12-24",12,24,"Winter","AUTO"
"20773",24179201,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","(-97.751674,30.167881)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20774",24179214,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1701","AFD","3F","3","(-97.767873,30.224482)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20775",24179233,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3701","AFD","3F","8","(-97.887319,30.246747)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20776",24179301,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4201","AFD","3F","2","(-97.640342,30.202818)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20777",24179362,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0802","AFD","3F","4","(-97.700348,30.357767)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20778",24179365,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.691907,30.380280)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20779",24179368,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2301","AFD","3F","4","(-97.674585,30.358477)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20780",24179379,2024,"Dec","12/24/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2402","AFD","1F","2","(-97.757334,30.195687)",2024-12-24,"12-24",12,24,"Winter","BOXS"
"20781",24179432,2024,"Dec","12/24/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-5102","AFD","3F","8","(-97.832004,30.256669)",2024-12-24,"12-24",12,24,"Winter","ELEC"
"20782",24179435,2024,"Dec","12/24/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-4103","AFD","2F","1","(-97.626352,30.330743)",2024-12-24,"12-24",12,24,"Winter","AUTO"
"20783",24179462,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3404","AFD","3F","6","(-97.791024,30.472325)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20784",24179492,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.697158,30.368544)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20785",24179493,2024,"Dec","12/24/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2005","AFD","3F","2","(-97.782917,30.208911)",2024-12-24,"12-24",12,24,"Winter","TRASH"
"20786",24179500,2024,"Dec","12/24/2024 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-1803","AFD","4F","4","(-97.705993,30.310461)",2024-12-24,"12-24",12,24,"Winter","BBQ"
"20787",24179523,2024,"Dec","12/24/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2203","AFD","3F","3","(-97.711549,30.240419)",2024-12-24,"12-24",12,24,"Winter","DUMP"
"20788",24179540,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1706","AFD","3F","3","(-97.764760,30.224191)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20789",24179548,2024,"Dec","12/25/2024 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-2201","AFD","4F","3","(-97.721311,30.229854)",2024-12-25,"12-25",12,25,"Winter","BBQ"
"20790",24179552,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2402","AFD","3F","2","(-97.754048,30.203300)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20791",24179556,2024,"Dec","12/25/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2203","AFD","3F","3","(-97.718372,30.234964)",2024-12-25,"12-25",12,25,"Winter","DUMP"
"20792",24179562,2024,"Dec","12/25/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-1804","AFD","3F","4","(-97.694439,30.325791)",2024-12-25,"12-25",12,25,"Winter","DUMP"
"20793",24179565,2024,"Dec","12/25/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2403","AFD","3F","2","(-97.758778,30.186448)",2024-12-25,"12-25",12,25,"Winter","DUMP"
"20794",24179575,2024,"Dec","12/25/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-1805","AFD","3F","4","(-97.688676,30.325955)",2024-12-25,"12-25",12,25,"Winter","DUMP"
"20795",24179576,2024,"Dec","12/25/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2203","AFD","3F","3","(-97.711549,30.240419)",2024-12-25,"12-25",12,25,"Winter","DUMP"
"20796",24179598,2024,"Dec","12/25/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-1602","AFD","2F","4","(-97.704963,30.331498)",2024-12-25,"12-25",12,25,"Winter","AUTO"
"20797",24179628,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.743819,30.263188)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20798",24179637,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.748353,30.264458)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20799",24179646,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.748569,30.264513)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20800",24179693,2024,"Dec","12/25/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-1702","AFD","1F","3","(-97.773548,30.213916)",2024-12-25,"12-25",12,25,"Winter","BOX"
"20801",24179697,2024,"Dec","12/25/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-2402","AFD","1F","2","(-97.756591,30.204724)",2024-12-25,"12-25",12,25,"Winter","BOX"
"20802",24179708,2024,"Dec","12/25/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-4907","AFD","1F","5","(-97.794498,30.132647)",2024-12-25,"12-25",12,25,"Winter","BOXS"
"20803",24179729,2024,"Dec","12/25/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-3001","AFD","3F","4","(-97.700194,30.378165)",2024-12-25,"12-25",12,25,"Winter","ELEC"
"20804",24179736,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4001","AFD","3F","7","(-97.672394,30.405437)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20805",24179739,2024,"Dec","12/25/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-4001","AFD","3F","1","(-97.646857,30.390033)",2024-12-25,"12-25",12,25,"Winter","DUMP"
"20806",24179771,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2005","AFD","3F","2","(-97.796135,30.208857)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20807",24179800,2024,"Dec","12/25/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2801","AFD","1F","7","(-97.695180,30.434449)",2024-12-25,"12-25",12,25,"Winter","BOXS"
"20808",24179805,2024,"Dec","12/25/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0501","AFD","3F","1","(-97.686996,30.279022)",2024-12-25,"12-25",12,25,"Winter","ELEC"
"20809",24179811,2024,"Dec","12/25/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-2002","AFD","2F","5","(-97.818211,30.205828)",2024-12-25,"12-25",12,25,"Winter","AUTO"
"20810",24179829,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0401","AFD","3F","9","(-97.753427,30.266750)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20811",24179843,2024,"Dec","12/25/2024 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-4403","AFD","4F","6","(-97.758005,30.438148)",2024-12-25,"12-25",12,25,"Winter","BBQ"
"20812",24179855,2024,"Dec","12/25/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2203","AFD","3F","3","(-97.718372,30.234964)",2024-12-25,"12-25",12,25,"Winter","DUMP"
"20813",24179929,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4001","AFD","3F","7","(-97.662016,30.427590)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20814",24179931,2024,"Dec","12/25/2024 12:00:00 AM","Fire","TRASH - Trash Fire","04-2608","AFD","3F","1","(-97.668297,30.326502)",2024-12-25,"12-25",12,25,"Winter","TRASH"
"20815",24180070,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3607","AFD","3F","2","(-97.782286,30.182444)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20816",24180071,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3606","AFD","3F","2","(-97.794106,30.187217)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20817",24180118,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0803","AFD","3F","4","(-97.705903,30.353486)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20818",24180150,2024,"Dec","12/26/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-3810","AFD","1F","6","(-97.763677,30.458396)",2024-12-26,"12-26",12,26,"Winter","BOX"
"20819",24180209,2024,"Dec","12/26/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-3102","AFD","2F","10","(-97.826393,30.389172)",2024-12-26,"12-26",12,26,"Winter","AUTO"
"20820",24180261,2024,"Dec","12/26/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2306","AFD","3F","4","(-97.697431,30.354206)",2024-12-26,"12-26",12,26,"Winter","GRASS"
"20821",24180271,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0505","AFD","3F","1","(-97.663147,30.285276)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20822",24180282,2024,"Dec","12/26/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2101","AFD","3F","10","(-97.749751,30.364284)",2024-12-26,"12-26",12,26,"Winter","DUMP"
"20823",24180289,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0701","AFD","3F","3","(-97.734505,30.252039)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20824",24180298,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4004","AFD","3F","1","(-97.656499,30.383586)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20825",24180310,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3611","AFD","3F","2","(-97.768110,30.187450)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20826",24180325,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.697158,30.368544)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20827",24180329,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1101","AFD","3F","5","(-97.772555,30.261733)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20828",24180341,2024,"Dec","12/26/2024 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-3002","AFD","4F","7","(-97.698670,30.404077)",2024-12-26,"12-26",12,26,"Winter","BBQ"
"20829",24180342,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.741612,30.263591)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20830",24180346,2024,"Dec","12/26/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-2502","AFD","2F","6","(-97.743176,30.409256)",2024-12-26,"12-26",12,26,"Winter","AUTO"
"20831",24180382,2024,"Dec","12/26/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-4403","AFD","1F","6","(-97.771749,30.438320)",2024-12-26,"12-26",12,26,"Winter","BOX"
"20832",24180388,2024,"Dec","12/26/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2402","AFD","1F","2","(-97.760751,30.197026)",2024-12-26,"12-26",12,26,"Winter","BOXS"
"20833",24180403,2024,"Dec","12/26/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-3403","AFD","3F","6","(-97.800625,30.475768)",2024-12-26,"12-26",12,26,"Winter","DUMP"
"20834",24180425,2024,"Dec","12/26/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-5106","AFD","3F","5","(-97.790388,30.227139)",2024-12-26,"12-26",12,26,"Winter","TRASH"
"20835",24180471,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.689386,30.358895)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20836",24180500,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.689386,30.358895)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20837",24180507,2024,"Dec","12/27/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2901","AFD","1F","8","(-97.856041,30.189058)",2024-12-27,"12-27",12,27,"Winter","BOXS"
"20838",24180540,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2203","AFD","3F","3","(-97.720289,30.232707)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20839",24180549,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0401","AFD","3F","9","(-97.761730,30.279921)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20840",24180615,2024,"Dec","12/27/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0504","AFD","1F","1","(-97.674056,30.299425)",2024-12-27,"12-27",12,27,"Winter","BOXS"
"20841",24180651,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3608","AFD","3F","5","(-97.778776,30.163589)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20842",24180710,2024,"Dec","12/27/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2704","AFD","3F","8","(-97.841776,30.216162)",2024-12-27,"12-27",12,27,"Winter","GRASS"
"20843",24180727,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.709439,30.376095)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20844",24180738,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1104","AFD","3F","5","(-97.757132,30.260619)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20845",24180742,2024,"Dec","12/27/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-1802","AFD","1F","1","(-97.679043,30.294980)",2024-12-27,"12-27",12,27,"Winter","BOXS"
"20846",24180796,2024,"Dec","12/27/2024 12:00:00 AM","Fire","BOXL- Structure Fire","00-2005","AFD","1F","3","(-97.781532,30.208408)",2024-12-27,"12-27",12,27,"Winter","BOXL"
"20847",24180797,2024,"Dec","12/27/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1802","AFD","3F","1","(-97.682307,30.305102)",2024-12-27,"12-27",12,27,"Winter","TRASH"
"20848",24180816,2024,"Dec","12/27/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4304","AFD","3F","8","(-97.922797,30.172222)",2024-12-27,"12-27",12,27,"Winter","GRASS"
"20849",24180881,2024,"Dec","12/28/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4201","AFD","3F","2","(-97.642880,30.204622)",2024-12-28,"12-28",12,28,"Winter","TRASH"
"20850",24180888,2024,"Dec","12/28/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1602","AFD","3F","4","(-97.703057,30.335403)",2024-12-28,"12-28",12,28,"Winter","TRASH"
"20851",24180925,2024,"Dec","12/28/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2403","AFD","3F","2","(-97.765269,30.188341)",2024-12-28,"12-28",12,28,"Winter","DUMP"
"20852",24180937,2024,"Dec","12/28/2024 12:00:00 AM","Fire","BOXL- Structure Fire","00-1803","AFD","1F","4","(-97.709426,30.309421)",2024-12-28,"12-28",12,28,"Winter","BOXL"
"20853",24180978,2024,"Dec","12/28/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2002","AFD","3F","5","(-97.804112,30.198418)",2024-12-28,"12-28",12,28,"Winter","TRASH"
"20854",24180990,2024,"Dec","12/28/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-4302","AFD","3F","8","(-97.904281,30.192240)",2024-12-28,"12-28",12,28,"Winter","ELEC"
"20855",24181034,2024,"Dec","12/28/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-1705","AFD","2F","5","(-97.792354,30.236233)",2024-12-28,"12-28",12,28,"Winter","AUTO"
